X,Y,Z,SNR,Labels,Files_numbers
-0.0847395457524397,2.117358710041304,-0.0848073826098571,4.239999905228615,0,file_0
-0.0882020658143788,2.2038755416662643,-0.0220571329314967,3.999999910593033,0,file_0
1.306380778311642,1.218964354673915,0.9761104229923344,4.519999898970127,0,file_0
1.142556143486045,0.925446857750304,1.0059105944127082,10.119999773800371,0,file_0
1.19691013347226,0.969472466054732,1.0537640453677894,12.759999714791777,0,file_0
1.251424459712122,1.0136279434102051,1.1017586569451567,8.51999980956316,0,file_0
1.3080059451567578,1.245180246298703,0.9401824266832886,4.359999902546406,0,file_1
1.142556143486045,0.925446857750304,1.0059105944127082,9.759999781847,0,file_1
1.208439883955771,0.9201807193314928,1.084356898807885,12.519999720156193,0,file_1
1.209889148002839,1.0628607790170557,1.1017586569451567,7.35999983549118,0,file_1
-0.0847395457524397,2.117358710041304,-0.0848073826098571,4.119999907910824,0,file_2
1.1784434189319288,1.1445214954558909,1.0529570641753692,6.8799998462200165,0,file_2
1.31569497309184,1.179326706051402,1.0116479881642688,4.239999905228615,0,file_2
1.142556143486045,0.925446857750304,1.0059105944127082,8.51999980956316,0,file_2
1.19691013347226,0.969472466054732,1.0537640453677894,9.239999793469906,0,file_2
-0.0212060867282483,2.120538032798699,-0.0212071470767184,5.239999882876873,0,file_3
1.1841345367861011,0.9205245431361596,0.9613545213726687,8.999999798834324,0,file_3
1.2556085018712402,1.05929487642168,1.0529570641753692,7.639999829232693,0,file_3
1.354081384927234,1.1657480168978496,0.9761104229923344,4.8799998909235,0,file_3
1.2347212906356015,0.9208333532719052,1.0537640453677894,10.119999773800371,0,file_3
-0.127162311562214,2.1168280499790857,-0.0212071470767184,4.519999898970127,0,file_4
1.267482068783764,1.2309971353081277,1.0116479881642688,4.519999898970127,0,file_4
1.142556143486045,0.925446857750304,1.0059105944127082,10.519999764859676,0,file_4
1.208439883955771,0.9201807193314928,1.084356898807885,13.23999970406294,0,file_4
1.1825531460377952,1.0599846734765377,1.1337448888406625,7.759999826550484,0,file_4
-0.0211689856641711,2.1168280499790857,-0.1271686699424401,5.239999882876873,0,file_6
-0.088047752077127,2.200019755884692,-0.1322656106214958,4.119999907910824,0,file_6
1.306380778311642,1.218964354673915,0.9761104229923344,5.119999885559082,0,file_6
1.1786502233180571,0.8790165405781106,1.0059105944127082,9.63999978452921,0,file_6
1.2969646449081562,1.0082366066766386,1.0529570641753692,7.759999826550484,0,file_6
1.2347212906356015,0.9208333532719052,1.0537640453677894,10.239999771118164,0,file_6
-0.0212060867282483,2.120538032798699,-0.0212071470767184,3.999999910593033,0,file_7
1.2556085018712402,1.05929487642168,1.0529570641753692,6.11999986320734,0,file_7
1.2762319476065138,1.3161531162314,0.8855898510737681,4.519999898970127,0,file_7
1.142556143486045,0.925446857750304,1.0059105944127082,8.999999798834324,0,file_7
1.208439883955771,0.9201807193314928,1.084356898807885,9.63999978452921,0,file_7
-0.0846547751184708,2.115240574540388,-0.1271686699424401,4.359999902546406,0,file_8
1.2764005549494115,1.1441050493134295,1.0986908815687644,4.239999905228615,0,file_8
1.0520842597687723,0.924232685097855,0.958057143457627,4.119999907910824,0,file_8
1.142556143486045,0.925446857750304,1.0059105944127082,11.639999739825726,0,file_8
1.1571841755081609,1.016560629770957,1.0537640453677894,14.359999679028988,0,file_8
1.1706758475097947,0.9677693782207024,1.084356898807885,14.879999667406082,0,file_8
1.163782093990845,0.9235206546787172,1.1294291617648242,14.759999670088291,0,file_8
1.19691013347226,0.969472466054732,1.0537640453677894,15.119999662041664,0,file_8
1.208439883955771,0.9201807193314928,1.084356898807885,15.519999653100967,0,file_8
1.199782167750573,0.8762430666542582,1.1294291617648242,15.119999662041664,0,file_8
1.2347212906356015,0.9208333532719052,1.0537640453677894,15.239999659359457,0,file_8
1.2442706744605885,0.8711199676519031,1.084356898807885,15.359999656677246,0,file_8
1.2420766520976538,0.8151838763284059,1.1294291617648242,14.879999667406082,0,file_8
1.2556085018712402,1.05929487642168,1.0529570641753692,7.519999831914902,0,file_8
0.0211689856641711,2.1168280499790857,-0.1271686699424401,4.359999902546406,0,file_9
1.3996157502790574,1.1106667310577534,0.9761104229923344,4.519999898970127,0,file_9
1.0520842597687723,0.924232685097855,0.958057143457627,4.359999902546406,0,file_9
1.1175132068794102,0.9238211104086702,1.035114167569322,11.119999751448631,0,file_9
1.163782093990845,0.9235206546787172,1.1294291617648242,13.35999970138073,0,file_9
1.2634793428365427,0.9620911606674216,1.1337448888406625,7.759999826550484,0,file_9
0.0211901836217903,2.118947775128065,-0.0848073826098571,4.239999905228615,0,file_11
1.3132041628609967,1.327459079021297,0.8115686132117718,4.359999902546406,0,file_11
1.1841345367861011,0.9205245431361596,0.9613545213726687,11.759999737143517,0,file_11
1.0643505662490256,0.8798728425966384,0.985871436330759,4.239999905228615,0,file_11
1.19691013347226,0.969472466054732,1.0537640453677894,13.23999970406294,0,file_11
1.2556085018712402,1.05929487642168,1.0529570641753692,7.639999829232693,0,file_11
-0.0211689856641711,2.1168280499790857,-0.1271686699424401,4.8799998909235,0,file_12
1.124050631692017,0.910457775735838,0.8868695800293936,4.519999898970127,0,file_12
1.142556143486045,0.925446857750304,1.0059105944127082,10.99999975413084,0,file_12
1.208439883955771,0.9201807193314928,1.084356898807885,12.759999714791777,0,file_12
1.216787574494112,0.9655832163117732,1.1808700077125858,7.1199998408555984,0,file_12
1.1886996479072762,1.154482495140748,1.1829876200792253,4.239999905228615,0,file_12
-0.0847395457524397,2.117358710041304,-0.0848073826098571,4.759999893605709,0,file_13
1.2309360135466478,1.295106700801757,0.9761104229923344,5.239999882876873,0,file_13
1.1278025682244273,0.8767331005143301,0.9156207039792736,4.359999902546406,0,file_13
1.142556143486045,0.925446857750304,1.0059105944127082,9.759999781847,0,file_13
1.126171237811458,1.0508135292110754,1.0537640453677894,12.11999972909689,0,file_13
1.209889148002839,1.0628607790170557,1.1017586569451567,7.999999821186066,0,file_13
1.31569497309184,1.179326706051402,1.0116479881642688,4.519999898970127,0,file_14
1.142556143486045,0.925446857750304,1.0059105944127082,11.359999746084211,0,file_14
1.208439883955771,0.9201807193314928,1.084356898807885,12.23999972641468,0,file_14
1.2909577593316637,0.9627735193954748,1.1017586569451567,7.519999831914902,0,file_14
-0.0211901836217903,2.118947775128065,-0.0848073826098571,4.999999888241291,0,file_15
-0.0220394895785755,2.2038755416662643,-0.0882064761012341,3.999999910593033,0,file_15
1.0918404743369772,0.921131880368218,0.9156207039792736,4.239999905228615,0,file_15
1.1046342176384665,0.970396657434406,1.0059105944127082,11.639999739825726,0,file_15
1.1706758475097947,0.9677693782207024,1.084356898807885,13.35999970138073,0,file_15
1.1388810837284224,1.020839103687856,1.211698941853431,6.999999843537808,0,file_15
1.2296275725536998,1.1942322945538468,1.0986908815687644,4.8799998909235,0,file_17
1.0918404743369772,0.921131880368218,0.9156207039792736,3.999999910593033,0,file_17
1.142556143486045,0.925446857750304,1.0059105944127082,11.639999739825726,0,file_17
1.126171237811458,1.0508135292110754,1.0537640453677894,14.51999967545271,0,file_17
1.1310389795223756,1.0138098126204165,1.084356898807885,14.879999667406082,0,file_17
1.1259202172242226,0.9693208067289598,1.1294291617648242,14.759999670088291,0,file_17
1.1571841755081609,1.016560629770957,1.0537640453677894,15.119999662041664,0,file_17
1.1706758475097947,0.9677693782207024,1.084356898807885,15.359999656677246,0,file_17
1.163782093990845,0.9235206546787172,1.1294291617648242,14.999999664723871,0,file_17
1.19691013347226,0.969472466054732,1.0537640453677894,15.239999659359457,0,file_17
1.208439883955771,0.9201807193314928,1.084356898807885,15.239999659359457,0,file_17
1.199782167750573,0.8762430666542582,1.1294291617648242,14.759999670088291,0,file_17
1.177463698743259,1.0986737569313387,1.1017586569451567,8.759999804198742,0,file_17
1.267482068783764,1.2309971353081277,1.0116479881642688,4.359999902546406,0,file_18
1.1786502233180571,0.8790165405781106,1.0059105944127082,9.239999793469906,0,file_18
1.19691013347226,0.969472466054732,1.0537640453677894,10.639999762177467,0,file_18
1.2556085018712402,1.05929487642168,1.0529570641753692,6.8799998462200165,0,file_18
-0.0211901836217903,2.118947775128065,-0.0848073826098571,4.239999905228615,0,file_19
1.2361790161450146,1.3538421065618709,0.8855898510737681,4.359999902546406,0,file_19
1.2232694414759524,1.0964808337292875,1.0529570641753692,6.999999843537808,0,file_19
1.153562305836413,0.8783935439994934,1.035114167569322,9.879999779164793,0,file_19
1.208439883955771,0.9201807193314928,1.084356898807885,11.639999739825726,0,file_19
0.021139320394914,2.113861621871961,-0.1694790915048795,4.119999907910824,0,file_21
1.314618359441908,1.3025744270778477,0.8487489762721855,4.239999905228615,0,file_21
1.142556143486045,0.925446857750304,1.0059105944127082,10.119999773800371,0,file_21
1.1706758475097947,0.9677693782207024,1.084356898807885,12.519999720156193,0,file_21
1.209889148002839,1.0628607790170557,1.1017586569451567,6.519999854266644,0,file_21
-0.0211901836217903,2.118947775128065,-0.0848073826098571,5.119999885559082,0,file_22
-0.0220394895785755,2.2038755416662643,-0.0882064761012341,4.239999905228615,0,file_22
1.315417645356307,1.132461850916707,1.0641912273109446,4.119999907910824,0,file_22
1.153562305836413,0.8783935439994934,1.035114167569322,8.999999798834324,0,file_22
1.208439883955771,0.9201807193314928,1.084356898807885,11.359999746084211,0,file_22
1.2239953100889414,1.0118472869407342,1.1337448888406625,7.239999838173389,0,file_22
0.0211689856641711,2.1168280499790857,-0.1271686699424401,4.639999896287918,0,file_23
1.31569497309184,1.179326706051402,1.0116479881642688,5.119999885559082,0,file_23
1.1463761927398408,0.9671409723742334,0.9613545213726687,9.359999790787697,0,file_23
1.1706758475097947,0.9677693782207024,1.084356898807885,11.879999734461308,0,file_23
1.1825531460377952,1.0599846734765377,1.1337448888406625,7.879999823868275,0,file_23
1.0962352110797218,0.9437645606792352,0.8868695800293936,4.119999907910824,0,file_25
1.2232694414759524,1.0964808337292875,1.0529570641753692,7.1199998408555984,0,file_25
1.267482068783764,1.2309971353081277,1.0116479881642688,4.8799998909235,0,file_25
1.153562305836413,0.8783935439994934,1.035114167569322,10.239999771118164,0,file_25
1.1706758475097947,0.9677693782207024,1.084356898807885,12.11999972909689,0,file_25
-0.0848031422762524,2.118947775128065,-0.0212071470767184,4.239999905228615,0,file_26
1.3528572315137295,1.2372567722983567,0.8855898510737681,4.519999898970127,0,file_26
1.1841345367861011,0.9205245431361596,0.9613545213726687,9.879999779164793,0,file_26
1.208439883955771,0.9201807193314928,1.084356898807885,11.519999742507936,0,file_26
1.209889148002839,1.0628607790170557,1.1017586569451567,7.519999831914902,0,file_26
-0.127162311562214,2.1168280499790857,-0.0212071470767184,4.239999905228615,0,file_27
1.1786502233180571,0.8790165405781106,1.0059105944127082,10.359999768435957,0,file_27
1.19691013347226,0.969472466054732,1.0537640453677894,12.639999717473984,0,file_27
1.1825531460377952,1.0599846734765377,1.1337448888406625,8.359999813139439,0,file_27
1.2764005549494115,1.1441050493134295,1.0986908815687644,4.359999902546406,0,file_27
-0.0211901836217903,2.118947775128065,-0.0848073826098571,4.759999893605709,0,file_29
1.2207102133504633,1.2339611017038952,1.0641912273109446,4.359999902546406,0,file_29
1.1786502233180571,0.8790165405781106,1.0059105944127082,9.519999787211418,0,file_29
1.208439883955771,0.9201807193314928,1.084356898807885,11.119999751448631,0,file_29
1.177463698743259,1.0986737569313387,1.1017586569451567,7.239999838173389,0,file_29
-0.0211689856641711,2.1168280499790857,-0.1271686699424401,4.119999907910824,0,file_30
1.269079057192552,1.1841586769059658,1.0641912273109446,4.239999905228615,0,file_30
1.1225791560005125,0.8371997278843161,0.958057143457627,4.119999907910824,0,file_30
1.199782167750573,0.8762430666542582,1.1294291617648242,11.639999739825726,0,file_30
1.216787574494112,0.9655832163117732,1.1808700077125858,7.35999983549118,0,file_30
1.187765951266732,0.8315607353633573,1.035114167569322,10.359999768435957,0,file_30
-0.1269398350096121,2.113124557952049,-0.1271686699424401,4.119999907910824,0,file_31
1.3949583025017056,1.084415084783842,1.0116479881642688,4.239999905228615,0,file_31
1.1463761927398408,0.9671409723742334,0.9613545213726687,9.239999793469906,0,file_31
1.1706758475097947,0.9677693782207024,1.084356898807885,11.359999746084211,0,file_31
1.177463698743259,1.0986737569313387,1.1017586569451567,6.8799998462200165,0,file_31
-0.0848031422762524,2.118947775128065,-0.0212071470767184,4.519999898970127,0,file_32
1.2764005549494115,1.1441050493134295,1.0986908815687644,4.639999896287918,0,file_32
1.142556143486045,0.925446857750304,1.0059105944127082,8.879999801516533,0,file_32
1.19691013347226,0.969472466054732,1.0537640453677894,11.879999734461308,0,file_32
1.209889148002839,1.0628607790170557,1.1017586569451567,8.239999815821648,0,file_32
0.021139320394914,2.113861621871961,-0.1694790915048795,4.119999907910824,0,file_34
1.4360813442555462,1.1396040462100523,0.8855898510737681,3.999999910593033,0,file_34
1.1786502233180571,0.8790165405781106,1.0059105944127082,9.999999776482582,0,file_34
1.208439883955771,0.9201807193314928,1.084356898807885,9.879999779164793,0,file_34
1.251424459712122,1.0136279434102051,1.1017586569451567,6.359999857842922,0,file_34
-0.0848031422762524,2.118947775128065,-0.0212071470767184,4.359999902546406,0,file_35
1.0918404743369772,0.921131880368218,0.9156207039792736,4.359999902546406,0,file_35
1.142556143486045,0.925446857750304,1.0059105944127082,9.239999793469906,0,file_35
1.208439883955771,0.9201807193314928,1.084356898807885,10.359999768435957,0,file_35
1.2239953100889414,1.0118472869407342,1.1337448888406625,6.359999857842922,0,file_35
1.228605299495849,1.146393219275954,1.149612107900238,4.239999905228615,0,file_35
0.0635620750748333,2.118100224308162,-0.0848073826098571,4.999999888241291,0,file_36
0.0220394895785755,2.2038755416662643,-0.0882064761012341,4.359999902546406,0,file_36
1.2700675831562085,1.2838542489526097,0.9401824266832886,4.519999898970127,0,file_36
1.1463761927398408,0.9671409723742334,0.9613545213726687,10.239999771118164,0,file_36
1.19691013347226,0.969472466054732,1.0537640453677894,12.639999717473984,0,file_36
1.2232694414759524,1.0964808337292875,1.0529570641753692,7.239999838173389,0,file_36
-0.0211689856641711,2.1168280499790857,-0.1271686699424401,3.999999910593033,0,file_38
1.2556085018712402,1.05929487642168,1.0529570641753692,7.1199998408555984,0,file_38
1.2700675831562085,1.2838542489526097,0.9401824266832886,4.119999907910824,0,file_38
1.0918404743369772,0.921131880368218,0.9156207039792736,4.119999907910824,0,file_38
